全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像_ライセンス,URL,備考
402036,,000000000031,久留米市,大善寺玉垂宮,ダイゼンジタマタレグウ,,,402036,88000,福岡県久留米市大善寺町宮本1463-1,福岡県,久留米市,大善寺町宮本,1463-1,,33.275733,130.474288,,,,,,,,,国の重要無形民俗文化財で、日本三大火祭りの一つである鬼夜が行われる玉垂宮は玉垂命、八幡大神、住吉大神が祀られています。社宝に「絹本著色玉垂宮縁起」2幅（重要文化財）があります。,,,,,,,,,,,,,,,,,,,,,,0942-27-1887,,,,,830-0073,,,https://welcome-kurume.com/spots/detail/486dfa81-12d9-43d4-89b5-e382f13d3c4d,
402036,,000000000032,久留米市,梅林寺,バイリンジ,,,402036,41000,福岡県久留米市京町209,福岡県,久留米市,京町,209,,33.3231616,130.4997028,,,,,,,,,JR久留米駅のすぐ裏手、筑後川べりの丘に堂々たる伽藍をみせているのが、臨済宗妙心寺派の梅林寺です。九州の代表的な修行道場として知られる古刹で、また久留米藩主有馬氏菩提寺となった寺です。,,,,,,,,,,,,,,,,,,,,,,0942-32-2565,,,,,830-0028,,,https://welcome-kurume.com/spots/detail/4ec3b2dd-9c8e-49e5-86bc-3075af7d95b4,
402036,,000000000033,久留米市,遍照院,ヘンジョウイン,,,402036,120000,福岡県久留米市寺町56,福岡県,久留米市,寺町,56,,33.31897928,130.5197914,,,,,,,,,明治維新の先達、高山彦九郎が眠る遍照院。この高山彦九郎の墓の脇で、四季の緑豊かなたたずまいを感じさせる純日本式の庭園が、遍照院庭園です。この庭園は当時奈良国立文化財研究所におられた森薀（もりおさむ）工学博士の設計によるもので、王朝風のたたずまいを入れてあります。,,,,,,,,,,,,,,,,,,,,,,0942-32-8794,,,,,830-0014,,,https://welcome-kurume.com/spots/detail/0bd89e5f-c35c-4c98-99eb-c06321864c93,
402036,,000000000034,久留米市,若宮八幡宮,ワカミヤハチマングウ,,,402036,45000,福岡県久留米市草野町吉木2611,福岡県,久留米市,草野町吉木,2611,,33.30922896,130.6258433,,,,,,,,,文治3年（1187）に分霊を勧請したもので若宮八幡宮縁起二幅、宋風狛犬などが保存されています。なお2年に1度（西暦奇数年）9月の第2土曜と日曜に行われる御神幸祭は市指定無形民俗文化財（昭和59年6月29日市指定）です。,,,,,,,,,,,,,,,,,,,,,,0942-47-2498,,,,,839-0836,,,https://welcome-kurume.com/spots/detail/bda2b636-3493-4b5c-9a84-68b3185d3aa6,
402036,,000000000035,久留米市,北野天満宮,キタノテンマングウ,,,402036,35000,福岡県久留米市北野町中3267,福岡県,久留米市,北野町中,3267,,33.34358694,130.5844968,,,,,,,,,天喜2年（1054年）に創建されました。境内には県の天然記念物に指定されている樹齢900年の大樟があります。祭神、菅原道真公とカッパについての伝説もあり、その伝説を証明するかのように、現在でも「カッパの手」が天満宮の宝物として大事に保管されています。毎年、10月の第3日曜日には県の無形文化財に指定されている、秋祭り「おくんち」が行われます。,,,,,,,,,,,,,,,,,,,,,,0942-78-2140,,,,,830-1113,,,https://welcome-kurume.com/spots/detail/8631a318-35fc-4e7c-9471-f6a03260c0dd,
402036,,000000000036,久留米市,石垣山観音寺,イシカキザンカンノンジ,,,402036,95000,福岡県久留米市田主丸町石垣275,福岡県,久留米市,田主丸町石垣,275,,33.330544,130.708223,,,,,,,,,和銅元年元明天皇の詔命で行基菩薩によって開創されました。今もなお多くの寺宝を残し、2月には寺内にある樹齢約350年のハルサザンカを祝う「さざんか祭り」が行なわれます。,,,,,,,,,,,,,,,,,,,,,,0943-72-3490,,,,,839-1212,,,https://welcome-kurume.com/spots/detail/3f67e79f-7324-49e8-9075-0bd10767f6ba,
402036,,000000000037,久留米市,千光寺,センコウジ,,,402036,183000,福岡県久留米市山本町豊田2287,福岡県,久留米市,山本町豊田,2287,,33.30619203,130.5951002,,,,,,,,,"約7,000本のあじさいが植えられ、「あじさい寺」として親しまれている龍護山千光寺（曹洞宗）は、耳納北麓の山辺の道（旧日田街道）沿いに、宮園地区から山閧ﾉ入ったところにあります。あじさいの開花時期に合わせて、「あじさいまつり」が開催されます。",,,,,,,,,,,,,,,,,,,,,,0942-44-1434,,,,,839-0827,,,https://welcome-kurume.com/spots/detail/86303b27-25ca-4d49-b403-5327e691b17d,
402036,,000000000038,久留米市,月読神社,ツクヨミジンジャ,,,402036,103000,福岡県久留米市田主丸町田主丸552-2,福岡県,久留米市,田主丸町田主丸,552-2,,33.344413,130.691215,,,,,,,,,月読神社は、目の神様や先が見えるという開運の神様といわれ人々に親しまれています。毎年1月23日～25日に開催されるお祭り「三夜さま」では、縁日や植木市もあり、商売繁盛や家運の盛隆を願う大勢の参詣者で賑わいます｡,,,,,,,,,,,,,,,,,,,,,,0943-72-4956,,,,,839-1233,,,https://welcome-kurume.com/spots/detail/ff336925-60aa-47c3-b745-a80871fd1129,
402036,,000000000039,久留米市,善導寺,ゼンドウジ,,,402036,80000,福岡県久留米市善導寺町飯田550,福岡県,久留米市,善導寺町飯田,550,,33.33000914,130.6037748,,,,,,,,,開山は承元2年（1208）といわれ、浄土宗の開祖法然の高弟聖光上人が、筑後国在国司草野永平を大檀那として建立した草野家の菩提寺で大本山の格式をもった古刹です。山門を進むと右手に樟の巨木（県指定天然記念物）が見られ、左手には大梵鐘（県指定文化財）があって、荘厳な境内ぶりをうかがうことができます。奥の三祖堂には、木像の善導大師坐像と大紹正宗国師（聖光上人）坐像が安置されていますが、いずれも重要文化財です。中でも紺紙金泥観普賢経（重要文化財）や本朝祖師伝絵戟（県指定文化財）などが特に知られ、新たに本堂と大門が国の重要文化財に指定されました。,,,,,,,,,,,,,,,,,,,,,,0942-47-1006,,,,,839-0824,,,https://welcome-kurume.com/spots/detail/8814f95b-77c0-4555-99c2-b272af9ae3b2,
402036,,000000000040,久留米市,須佐能袁神社,スサノオジンジャ,,,402036,42000,福岡県久留米市草野町草野443-2,福岡県,久留米市,草野町草野,443-2,,33.31898252,130.6381917,,,,,,,,,建久8年（1197）時の権力者・草野永平の創建といわれ、旧名草野祇園社です。本殿・拝殿・楼門がいずれも県指定文化財であり、中でも特に見事な彫刻がほどこされた楼門は圧巻です。また、権現造りの社殿は、荘厳さの中に美しくたたずんでいます。,,,,,,,,,,,,,,,,,,,,,,0942-47-0531,,,,,839-0835,,,https://welcome-kurume.com/spots/detail/2c09e113-beab-4ed0-8fd2-e394a9866fae,
402036,,000000000041,久留米市,成田山　久留米分院,ナリタサン　クルメブンイン,,,402036,18000,福岡県久留米市上津町1386-22,福岡県,久留米市,上津町,1386-22,,33.285022,130.535135,,,,,,,,,身代り不動尊で全国的に知られています千葉県の大本山成田山新勝寺から御分霊を招請して開山、「宝石開運門」建立についで、慈母大観音像が建立されています。この大観音像は、高さ62メートルの鉄筋コンクリート造りです。眉間の白毫は30センチの金の延板上に、3カラットのダイヤモンド18個が、また、胸のﾞ蕫竄には水晶と眷翠（56個）を配し、13メートルの幼児を抱いています。,,,,,,,,,,,,,,,,,,,,,,0942-21-7500,,,,,830-0052,,,https://welcome-kurume.com/spots/detail/57e3ef12-87e3-483b-8afe-4a6865fc3079,
402036,,000000000042,久留米市,高良大社,コウラタイシャ,,,402036,153000,福岡県久留米市御井町1,福岡県,久留米市,御井町,1,,33.30161616,130.5658052,,,,,,,,,耳納連山の最西端、標高312メートルの高良山に鎮座するのが、旧国幣大社で筑後一の宮である高良大社です。現在の本殿、幣殿、拝殿は、久留米藩主有馬頼利（三代）の建立で、いずれも重要文化財です。また、社宝に「紙本墨書平家物語」（重要文化財）、「絹本著色高良大社縁起」（県文化財）などがあり、山中の孟宗金明竹（国の天然記念物）や高良山神眥石（国指定文化財。史跡）なども貴重なものとして保存されています。,,,,,,,,,,,,,,,,,,,,,,0942-43-4893,,,,,839-0851,,,https://welcome-kurume.com/spots/detail/8b8be88c-7e83-4b47-ad84-382e5d64b622,
402036,,000000000043,久留米市,水天宮,スイテングウ,,,402036,79000,福岡県久留米市瀬下町265-1,福岡県,久留米市,瀬下町,265-1,,33.320355,130.496022,,,,,,,,,水天宮は全国水天宮の総本宮です。 水にゆかりの社として海運守護神となり河童伝説との結びつきも伝えられ、信心を集めました。 今は安産の神様として知られています。,,,,,,,,,,,,,,,,,,,,,,0942-32-3207,,,,,830-0025,,,https://welcome-kurume.com/spots/detail/19a6c747-55ba-4f10-b46e-7413b35a5f31,
402036,,000000000044,久留米市,草野の町並み,クサノノマチナミ,,,402036,,福岡県久留米市草野町,福岡県,久留米市,草野町,,,,,,,,,,,,,草野町は中世の豪族・草野氏の城下町として栄えた場所です。江戸時代には、豊後街道の宿駅としてもにぎわいました。多くの寺社仏閣のほか、明治・大正時代に建てられた和洋折衷の建物も連なり、風情豊かな町並みです。「美しい日本の歩きたくなる道500選」にも、山苞の道とともに選ばれました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://welcome-kurume.com/spots/detail/40afc06d-81c7-4555-bf36-7f0b91148cec,
402036,,000000000045,久留米市,寺町,テラマチ,,,402036,120000,福岡県久留米市寺町,福岡県,久留米市,寺町,,,,,,,,,,,,,「寺町」の名の通り、ここには17の（古くは26寺）の寺院が集まって一つの聖域をつくっています。数多くの先人が永眠している中で、最もよく知られた人物は、勤王の志士高山彦九郎、久留米絣始祖の井上伝、久留米つつじの始祖坂本元蔵、洋画家古賀春江などがいます。,,,,,,,,,,,,,,,,,,,,,,,,,,,830-0014,,,https://welcome-kurume.com/spots/detail/659c15e3-34ef-44a0-baa5-d2a8a6514f5a,
402036,,000000000046,久留米市,藍胎漆器,ランタイシッキ,,,402036,,福岡県久留米市,福岡県,久留米市,,,,,,,,,,,,,,籃胎漆器は、久留米絣と並ぶ伝統工芸品、薄い竹ひごを編んで作った竹細工に漆を塗って固め磨いては塗り固めたもので、竹細工の持つ粋と漆のもつ堅牢、優雅さを合わせ持つ伝統工芸品です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402036,,000000000047,久留米市,城島瓦,ジョウジマガワラ,,,402036,,福岡県久留米市城島町,福岡県,久留米市,城島町,,,,,,,,,,,,,何百年もの風雨に耐えられる強度と高い耐寒性を持ち合わせ、深みのある光沢が美しい「いぶし銀」が特長の城島瓦。城島瓦は、江戸時代に有馬公が丹波の国（現在の京都府、兵庫県）より瓦工を連れてきたことから始まったとされ、約400年もの伝統があります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://welcome-kurume.com/photos/detail/90d3cfb8-7d8d-4e31-b2c3-919433d2c042,
402036,,000000000048,久留米市,城島和傘,ジョウジマワガサ,,,402036,58000,福岡県久留米市城島町内野466-1,福岡県,久留米市,城島町内野,466-1,,33.261909,130.429563,,,,,,,,,筑後和傘は、福岡県内では市内城島町しかない伝統工芸《県知事指定特産民芸品》です。竹・和紙・漆・油・糊・糸・柿渋といった日本古来の自然素材を用いてつくられ、今や貴重品となっています。,,,,,,,,,,,,,,,,,,,,,,0942-62-1137,,,,,830-0202,,,,
402036,,000000000049,久留米市,くるめ緑花センター,クルメリョッカセンター,,,402036,81000,福岡県久留米市善導寺町木塚302-1,福岡県,久留米市,善導寺町木塚,302-1,,33.318514,130.594827,,,,,,,,,日本3大植木産地と言われる久留米市にある「くるめ緑花センター」は、植木や花きなどの共同の集荷販売を目的に設置された一大流通センターです。また、業者だけでなく、一般の人も自由に気兼ねなくいつも利用でき、植木、盆栽、鉢物、園芸資材、モデル庭園等の展示即売ができる「緑のデパート」です。,,,,,,,,,,,,,,,,,,,,,,0942-47-2581,,,,,839-0822,,,https://welcome-kurume.com/spots/detail/e44ec843-1639-4d2c-84ab-39403fb1beca,
402036,,000000000050,久留米市,久留米市鳥類センター,クルメシチョウルイセンター,,,402036,140000,福岡県久留米市東櫛原町中央公園内,福岡県,久留米市,東櫛原町,,中央公園内,33.319764,130.528012,,,,,,,,,中央公園の中にある鳥類センターは、約100羽ものクジャクを主体に、タンチョウやフラミンゴなど82種約420点もの鳥類が見られます。観覧車やメリーゴーランド等の遊具施設、夏期には市民流水プールもあります。,,,,,,,,,,,,,,,,,,,,,,0942-33-2895,,,,,830-0003,,,https://welcome-kurume.com/spots/detail/a0dbc4ce-b209-4138-896c-28f84ba34572,
402036,,000000000051,久留米市,久留米市世界つつじセンター,クルメシセカイツツジセンター,,,402036,184000,福岡県久留米市山本町耳納1875-1,福岡県,久留米市,山本町耳納,1875-1,,33.31684184,130.6125198,,,,,,,,,約1ヘクタールの敷地には、約1600種2万本を植栽した母樹園や、貴重な品種を保存する母木室、増殖室のミスト室などがあります。また、ツツジ生産者に対して必要な品種を安定的に供給し、久留米市におけるツツジ生産の振興及び緑化産業の活性化を図っています。花の見ごろは、4月上旬～4月下旬です。,,,,,,,,,,,,,,,,,,,,,,0942-47-4580,,,,,839-0836,,,https://welcome-kurume.com/spots/detail/e2371077-2556-4fc2-955a-374007df8a58,
402036,,000000000052,久留米市,久留米市世界のつばき館,クルメシセカイノツバキカン,,,402036,44000,福岡県久留米市草野町矢作490-2,福岡県,久留米市,草野町矢作,490-2,,33.31781117,130.6305334,,,,,,,,,久留米市世界のつばき館は、ツバキの古木があり、古くからツバキの生産が盛んな久留米市草野地域の特性を生かし、ツバキの起源である原種ツバキをはじめ、世界のツバキを収集・展示する施設です。ガラスハウスのツバキ展示施設では、ベトナム、中国、日本などの原種ツバキ100種以上を展示。ツバキ庭園には「正義（マサヨシ）」、｢福娘（フクムスメ）」などの久留米つばきなど約50種類160本を植栽し、様々なツバキを観賞することができます。,,,,,,,,,,,,,,,,,,,,,,0942-47-1821,,,,,839-0837,,,https://welcome-kurume.com/spots/detail/a6327c06-da37-41f6-b9f6-25b5254e668d,
402036,,000000000053,久留米市,久留米つばき園,クルメツバキエン,,,402036,42000,福岡県久留米市草野町草野546-1,福岡県,久留米市,草野町草野,546-1,,33.31451399,130.6312787,,,,,,,,,｢久留米つばき園」は、明治時代に開墾された花木の母樹園を活かして造成された園で、全国でも有数の多品種、約500品種・2000本のツバキ類が植栽されています。2010年3月には、「石橋文化センターつばき園」とともに、｢国際優秀つばき園」に認定されました。また、園内には200品種500本のツツジが植栽されており、「つばきゾーン」以外にも、「しゃくなげゾーン」、「かえでゾーン」、「うめ園ゾーン(約50本)」と、季節ごとに楽しめるゾーニングが行われています。,,,,,,,,,,,,,,,,,,,,,,,,,,,839-0835,,,https://welcome-kurume.com/spots/detail/a6327c06-da37-41f6-b9f6-25b5254e668d,
402036,,000000000054,久留米市,道の駅くるめ,ミチノエキクルメ,,,402036,81000,福岡県久留米市善導寺町木塚221-33,福岡県,久留米市,善導寺町木塚,221-33,,33.31907601,130.5941117,,,,,,,,,緑豊かな景色が広がる耳納北麓にある「道の駅くるめ」は国道２１０号沿いでアクセス便利。ファーマーズマーケット、レストラン、休憩施設、交流研修室、トイレからなります。くるめ緑花センターやハゼ並木など様々な観光スポットに隣接し、久留米市の新たな魅力となっています。,,,,,,,,,,,,,,,,,,,,,,0942-47-4111,,,,,839-0822,,,https://welcome-kurume.com/spots/detail/0973bf42-470b-49b8-a6a2-a58c39be54f9,
402036,,000000000055,久留米市,有馬記念館,アリマキネンカン,,,402036,52000,福岡県久留米市篠山町444番地,福岡県,久留米市,篠山町,444番地,,33.32835675,130.5072414,,,,,,,,,県指定史跡久留米城の本丸内にあり、2階に展示室、1階にレストランがあります。展示室では、江戸時代のほとんどを通して久留米藩を治めた、有馬氏に関する資料を展示しています。第10代藩主有馬頼永(よりとお)･11代藩主頼咸(よりしげ)の甲胄や武具、陣羽織、輿入れした姫君たちの薙刀･雛人形･化粧道具を中心に展示しており、江戸時代の久留米を知る格好のものとなっています。,,,,,,,,,,,,,,,,,,,,,,0942-39-8485,,,,,830-0021,,,https://welcome-kurume.com/spots/detail/73353a67-26a4-4a5a-a5f1-ebcd5fdbbed9,
402036,,000000000056,久留米市,筑後川防災施設「くるめウス」,チクゴガワボウサイシセツ「クルメウス」,,,402036,76001,福岡県久留米市新合川1丁目1-3,福岡県,久留米市,新合川1丁目,1-3,,33.32278969,130.5358394,,,,,,,,,昭和28年の大水害から50年の節目の年に、人々に大洪水の記録を伝え、災害から身を守る治水の大切さを伝えていきたいという目的で建設された河川情報拠点施設です。(平成15年6月14日オープン)　館内では、ジオラマ水槽で泳ぐ筑後川の上・中・下流の魚たちが観察できます。また、大画面スクリーン(100インチ)やパソコン・パネル展示で筑後川流域の歴史・文化・自然環境などが学べます。,,,,,,,,,,,,,,,,,,,,,,0942-45-5042,,,,,839-0865,,,https://welcome-kurume.com/spots/detail/9afb10c7-5c3e-4d78-b851-3be5b7a499d3,
402036,,000000000057,久留米市,久留米市美術館,クルメシビジュツカン,,,402036,132000,福岡県久留米市野中町1015,福岡県,久留米市,野中町,1015,,33.3121728,130.5303416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0942-39-1131,,,,,839-0862,,,https://welcome-kurume.com/spots/detail/052709ce-7370-4701-b3e4-e22257658fab,
402036,,000000000058,久留米市,山辺道文化館,ヤマベノミチブンカカン,,,402036,42000,福岡県久留米市草野町草野487-1,福岡県,久留米市,草野町草野,487-1,,33.31813102,130.6331817,,,,,,,,,久留米市の東部、耳納北麓に広がる草野の伝統的町並みの中にある建物で、病院として使われていました。建築年代は久留米市花畑で建設中であったもの大正3年(1914年)に草野町に移築し、完成されたといわれています。九州地区でも珍しい大規模な木造洋風2階建てであり、デザイン的にも優れ、堂々としており、内部にも繊細なデザインを用いるなど優れた建物と評価されています。平成11年2月国指定登録文化財。,,,,,,,,,,,,,,,,,,,,,,0942-47-3015,,,,,839-0835,,,https://welcome-kurume.com/spots/detail/b954ba59-32d9-44d4-876e-d55890fa4bc1,
402036,,000000000059,久留米市,草野歴史資料館,クサノレキシシリョウカン,,,402036,42000,福岡県久留米市草野町草野411-1,福岡県,久留米市,草野町草野,411-1,,33.31936506,130.6354857,,,,,,,,,昭和59年2月1日開館。建物は、明治43年7月、株式会社草野銀行本店として建てられていたもので、和洋折衷の均整のとれた様式です。唐草紋をあしらった門扉や垣棚などのデザインは、旧三井郡の中心地として栄えていた草野人の先進文化吸収への自信を表すものとなっています。平成11年6月国指定登録文化財。,,,,,,,,,,,,,,,,,,,,,,0942-47-4410,,,,,839-0835,,,https://welcome-kurume.com/spots/detail/03dce020-5d29-4f1f-b02a-e5cb09bd050a,
