都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,遺跡番号,遺跡名称,名称_カナ,遺跡の種類,遺跡の時代,所在地,電話番号,備考
202142,400090175,長野県,茅野市,175,菖蒲沢Ⅱ,ショウブザワニ,集落跡,縄文,長野県茅野市泉野小屋場,0266-76-2386,
202142,400090176,長野県,茅野市,176,栃窪北,トチクボキタ,散布地,旧石器,長野県茅野市北山柏原,0266-76-2386,
202142,400090177,長野県,茅野市,177,夕立,ユウダチ,散布地・集落跡,旧石器・縄文,長野県茅野市泉野上槻木,0266-76-2386,
202142,400090178,長野県,茅野市,178,屋敷添,ヤシキゾイ,集落跡,縄文,長野県茅野市玉川菊沢,0266-76-2386,
202142,400090179,長野県,茅野市,179,古御堂,フルミドウ,集落跡,縄文・平安,長野県茅野市玉川北久保,0266-76-2386,
202142,400090180,長野県,茅野市,180,神垣外,カミガイト,集落跡,縄文・平安・中世,長野県茅野市宮川田沢,0266-76-2386,
202142,400090181,長野県,茅野市,181,大悦,ダイエツ,集落跡,縄文・平安,長野県茅野市宮川丸山,0266-76-2386,
202142,400090182,長野県,茅野市,182,大悦南,ダイエツミナミ,集落跡,縄文・平安,長野県茅野市宮川丸山,0266-76-2386,
202142,400090183,長野県,茅野市,183,勝山,カチヤマ,集落跡,縄文・古墳・平安,長野県茅野市宮川坂室,0266-76-2386,
202142,400090184,長野県,茅野市,184,ケツヨリ,ケツヨリ,集落跡,縄文・平安,長野県茅野市金沢木舟,0266-76-2386,
202142,400090185,長野県,茅野市,185,芝平,シバダイラ,集落跡,縄文,長野県茅野市金沢大池,0266-76-2386,
202142,400090186,長野県,茅野市,186,御湯の山,オユノヤマ,集落跡,平安,長野県茅野市金沢金沢下,0266-76-2386,
202142,400090187,長野県,茅野市,187,向坂,ムコウザカ,集落跡,縄文,長野県茅野市金沢金沢上,0266-76-2386,
202142,400090188,長野県,茅野市,188,天狗山,テングヤマ,集落跡,縄文・弥生・平安,長野県茅野市金沢金沢上,0266-76-2386,
202142,400090189,長野県,茅野市,189,芥沢,ゴミッサワ,集落跡,縄文・平安,長野県茅野市金沢大沢,0266-76-2386,
202142,400090190,長野県,茅野市,190,金沢台,カナザワダイ,集落跡,縄文,長野県茅野市金沢金沢台,0266-76-2386,
202142,400090191,長野県,茅野市,191,裏の山,ウラノヤマ,集落跡,縄文・平安,長野県茅野市金沢,0266-76-2386,
202142,400090192,長野県,茅野市,192,中平,ナカダイラ,集落跡,縄文・平安,長野県茅野市金沢,0266-76-2386,
202142,400090193,長野県,茅野市,193,上の原,ウエノハラ,集落跡,縄文,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090194,長野県,茅野市,194,判の木山西,ハンノキヤマニシ,集落跡・生産遺跡,縄文・平安,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090195,長野県,茅野市,195,判の木山東,ハンノキヤマヒガシ,集落跡,縄文・平安,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090196,長野県,茅野市,196,金山沢北,カナヤマザワキタ,集落跡,縄文・平安,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090197,長野県,茅野市,197,頭殿沢上,トウドノサワウエ,集落跡,縄文・平安,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090198,長野県,茅野市,198,御狩野,ミカリノ,集落跡,縄文・平安,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090199,長野県,茅野市,199,頭殿沢,トウドノサワ,集落跡・生産遺跡,縄文・平安,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090200,長野県,茅野市,200,辰野館前,タツノカンマエ,散布地,旧石器,長野県茅野市豊平,0266-76-2386,
202142,400090201,長野県,茅野市,201,御射鹿池下,ミシャカイケシタ,散布地,旧石器,長野県茅野市豊平,0266-76-2386,
202142,400090202,長野県,茅野市,202,糸萱,イトガヤ,集落跡,縄文,長野県茅野市北山糸萱,0266-76-2386,
202142,400090203,長野県,茅野市,203,朝倉城跡,アサクラジョウセキ,城館跡,中世,長野県茅野市北山湯川,0266-76-2386,
202142,400090204,長野県,茅野市,204,菖蒲沢Ａ,ショウブザワエー,集落跡,縄文・平安・近代,長野県茅野市湖東堀,0266-76-2386,
202142,400090205,長野県,茅野市,205,菖蒲沢Ｂ,ショウブザワビー,集落跡,縄文,長野県茅野市湖東堀,0266-76-2386,
202142,400090206,長野県,茅野市,206,竜神平下,リュウジンダイラシタ,集落跡,縄文,長野県茅野市豊平広見,0266-76-2386,
202142,400090207,長野県,茅野市,207,新水掛Ｂ,シンミズカケビー,集落跡,縄文,長野県茅野市豊平上場沢,0266-76-2386,
202142,400090208,長野県,茅野市,208,金堀場,カナホリバ,集落跡,縄文,長野県茅野市豊平上場沢,0266-76-2386,
202142,400090209,長野県,茅野市,209,稗田頭Ｂ,ヒエダガシラビー,散布地・集落跡・生産遺跡,旧石器・縄文,長野県茅野市泉野下槻木,0266-76-2386,
202142,400090210,長野県,茅野市,210,威力不動尊東,イリキフドウソンヒガシ,集落跡・生産遺跡,縄文・近代,長野県茅野市豊平上古田,0266-76-2386,
202142,400090211,長野県,茅野市,211,古田城跡,フッタジョウセキ,散布地・集落跡・生産遺跡,旧石器・縄文・中世,長野県茅野市豊平下古田,0266-76-2386,
202142,400090212,長野県,茅野市,212,尼御前,アマゴゼン,集落跡,縄文,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090213,長野県,茅野市,213,田部石,タンベイシ,集落跡,縄文,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090214,長野県,茅野市,214,埴原田城跡,ハイバラダジョウセキ,集落跡,中世,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090215,長野県,茅野市,215,埴原田,ハイバラダ,集落跡,縄文,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090216,長野県,茅野市,216,李久保,スモクボ,集落跡,縄文,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090217,長野県,茅野市,217,鬼場城跡,オニバジョウセキ,集落跡,中世,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090218,長野県,茅野市,218,土佐屋敷,トサヤシキ,集落跡,縄文・奈良・平安・中世・近世,長野県茅野市ちの本町,0266-76-2386,
202142,400090219,長野県,茅野市,219,御座石神社,ゴザイシジンジャ,集落跡,縄文・中世・近世,長野県茅野市ちの本町,0266-76-2386,
202142,400090220,長野県,茅野市,220,齢松山城跡,レイショウザンジョウセキ,集落跡,中世,長野県茅野市ちの本町,0266-76-2386,
202142,400090221,長野県,茅野市,221,西入,ニシイリ,集落跡,縄文,長野県茅野市ちの本町,0266-76-2386,
202142,400090222,長野県,茅野市,222,阿弥陀堂,アミダドウ,集落跡,縄文・弥生・平安・中世・近世,長野県茅野市ちの塚原,0266-76-2386,
202142,400090223,長野県,茅野市,223,構井,カマイ,集落跡,縄文・弥生・古墳・平安・中世,長野県茅野市ちの茅野町・上原,0266-76-2386,
202142,400090224,長野県,茅野市,224,上原城下町,ウエハラジョウカマチ,集落跡,縄文・弥生・古墳・奈良・平安・中世・近世,長野県茅野市ちの上原,0266-76-2386,
202142,400090225,長野県,茅野市,225,神長官邸,ジンチョウカンテイ,城館跡,古墳・中世,長野県茅野市宮川高部,0266-76-2386,
202142,400090226,長野県,茅野市,226,磯並,イソナミ,集落跡,中世・近世,長野県茅野市宮川高部,0266-76-2386,
202142,400090227,長野県,茅野市,227,狐塚,キツネヅカ,集落跡,平安,長野県茅野市宮川高部,0266-76-2386,
202142,400090228,長野県,茅野市,228,粟沢城跡,アワザワジョウセキ,城館跡,中世,長野県茅野市玉川粟沢,0266-76-2386,
202142,400090229,長野県,茅野市,229,シラザレ城跡,シラザレジョウセキ,城館跡,中世,長野県茅野市金沢木舟,0266-76-2386,
202142,400090230,長野県,茅野市,230,はごや,ハゴヤ,集落跡,縄文,長野県茅野市金沢青柳,0266-76-2386,
202142,400090231,長野県,茅野市,231,阿久尻,アキュウジリ,集落跡・生産遺跡,縄文・平安・中世,長野県茅野市金沢木舟,0266-76-2386,
202142,400090232,長野県,茅野市,232,下原山・茂佐久保,シモハラヤマ・モサクボ,集落跡・生産遺跡,縄文,長野県茅野市金沢木舟,0266-76-2386,
202142,400090233,長野県,茅野市,233,矢倉田,ヤグラダ,集落跡,縄文,長野県茅野市北山芹ヶ沢,0266-76-2386,
202142,400090234,長野県,茅野市,234,山之神沢,ヤマノカミサワ,集落跡,縄文,長野県茅野市北山芹ヶ沢,0266-76-2386,
202142,400090235,長野県,茅野市,235,北山菖蒲沢Ａ,キタヤマショウブザワエー,集落跡,縄文・平安,長野県茅野市北山芹ヶ沢,0266-76-2386,
202142,400090236,長野県,茅野市,236,広井出,ヒロイデ,散布地・集落跡,旧石器・縄文,長野県茅野市湖東金山,0266-76-2386,
202142,400090237,長野県,茅野市,237,北山菖蒲沢Ｂ,キタヤマショウブザワビー,散布地・集落跡,旧石器・縄文・平安,長野県茅野市北山芹ヶ沢,0266-76-2386,
202142,400090238,長野県,茅野市,238,珍部坂Ａ,チンベザカエー,集落跡,縄文,長野県茅野市湖東堀,0266-76-2386,
202142,400090239,長野県,茅野市,239,箒原,ホウキパラ,集落跡,縄文,長野県茅野市湖東下菅沢,0266-76-2386,
202142,400090240,長野県,茅野市,240,珍部坂Ｂ,チンベザカビー,集落跡,不明,長野県茅野市湖東堀,0266-76-2386,
202142,400090241,長野県,茅野市,241,牛ノ児,ウシノコ,集落跡,縄文・平安,長野県茅野市米沢塩沢,0266-76-2386,
202142,400090242,長野県,茅野市,242,間久保,ハザマクボ,集落跡,不明,長野県茅野市米沢鋳物師屋,0266-76-2386,
202142,400090243,長野県,茅野市,243,姫御前,ヒメゴゼン,集落跡,不明,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090244,長野県,茅野市,244,桂入,カツライリ,集落跡,不明,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090245,長野県,茅野市,245,山田畑,ヤマダバタケ,集落跡,不明,長野県茅野市玉川小堂見,0266-76-2386,
202142,400090246,長野県,茅野市,246,中島,ナカジマ,集落跡,不明,長野県茅野市玉川粟沢,0266-76-2386,
202142,400090247,長野県,茅野市,247,検校平古墳,ケンギョウダイラコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090248,長野県,茅野市,248,中矢穴２号古墳,ナカヤアナニゴウコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090249,長野県,茅野市,249,西入矢穴２号古墳,ニシイリヤアナニゴウコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090250,長野県,茅野市,250,西入矢穴３号古墳,ニシイリヤアナサンゴウコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090251,長野県,茅野市,251,矢穴１号古墳,ヤアナイチゴウコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090252,長野県,茅野市,252,矢穴３号古墳,ヤアナサンゴウコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090253,長野県,茅野市,253,笹尾根,ササオネ,集落跡,不明,長野県茅野市泉野小屋場,0266-76-2386,
202142,400090254,長野県,茅野市,254,石塔坂,セキトウザカ,集落跡,不明,長野県茅野市豊平南大塩,0266-76-2386,
202142,400090255,長野県,茅野市,255,上ノ棚,ウエノタナ,集落跡,不明,長野県茅野市北山芹ヶ沢,0266-76-2386,
202142,400090256,長野県,茅野市,256,中ヤヅカ古墳,ナカヤヅカコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090257,長野県,茅野市,257,西林古墳,ニシバヤシコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090258,長野県,茅野市,258,沢口古墳,サワグチコフン,古墳,古墳,長野県茅野市ちの塚原,0266-76-2386,
202142,400090259,長野県,茅野市,259,八ヶ岳農場,ヤツガタケノウジョウ,散布地,旧石器･縄文,長野県茅野市玉川農場,0266-76-2386,
202142,400090260,長野県,茅野市,260,藤右衛門前,フジエモンマエ,集落跡,縄文,長野県茅野市豊平上古田,0266-76-2386,
202142,400090261,長野県,茅野市,261,薬師堂上古墳,ヤクシドウウエコフン,古墳,古墳,長野県茅野市ちの上原,0266-76-2386,
202142,400090262,長野県,茅野市,262,武将の古墳,ブショウノコフン,古墳,古墳,長野県茅野市ちの上原,0266-76-2386,
202142,400090263,長野県,茅野市,263,上原矢穴１号古墳,ウエハラヤアナイチゴウコフン,古墳,古墳,長野県茅野市ちの上原,0266-76-2386,
202142,400090264,長野県,茅野市,264,上原矢穴２号古墳,ウエハラヤアナニゴウコフン,古墳,古墳,長野県茅野市ちの上原,0266-76-2386,
202142,400090265,長野県,茅野市,265,上原矢穴３号古墳,ウエハラヤアナサンゴウコフン,古墳,古墳,長野県茅野市ちの上原,0266-76-2386,
202142,400090266,長野県,茅野市,266,上原矢穴４号古墳,ウエハラヤアナヨンゴウコフン,古墳,古墳,長野県茅野市ちの上原,0266-76-2386,
202142,400090267,長野県,茅野市,267,犬射原古墳,イヌイバラコフン,古墳,古墳,長野県茅野市ちの仲町,0266-76-2386,
202142,400090268,長野県,茅野市,268,石小屋２号古墳,イシゴヤニゴウコフン,古墳,古墳,長野県茅野市玉川荒神,0266-76-2386,
202142,400090269,長野県,茅野市,269,上ノ山古墳,ウエノヤマコフン,古墳,古墳,,0266-76-2386,
202142,400090270,長野県,茅野市,270,田沢沢古墳,タザワザワコフン,古墳,古墳,,0266-76-2386,
202142,400090271,長野県,茅野市,271,大門寺古墳,ダイモンジコフン,古墳,古墳,,0266-76-2386,
202142,400090272,長野県,茅野市,272,常坊主２号古墳,ジョウボウズニゴウコフン,古墳,古墳,長野県茅野市宮川小町屋,0266-76-2386,
202142,400090273,長野県,茅野市,273,山ノ神２号古墳,ヤマノカミニゴウコフン,古墳,古墳,長野県茅野市宮川小町屋,0266-76-2386,
202142,400090274,長野県,茅野市,274,狐塚１号古墳,キツネヅカイチゴウコフン,古墳,古墳,長野県茅野市宮川高部,0266-76-2386,
202142,400090275,長野県,茅野市,275,狐塚２号古墳,キツネヅカニゴウコフン,古墳,古墳,長野県茅野市宮川高部,0266-76-2386,
202142,400090276,長野県,茅野市,276,下原山,シモハラヤマ・モサクボ,集落跡,縄文・平安,長野県茅野市金沢御狩野,0266-76-2386,
202142,400090277,長野県,茅野市,277,広畑,ヒロハタ,散布地・集落跡,旧石器・縄文,長野県茅野市玉川粟沢,0266-76-2386,
202142,400090278,長野県,茅野市,278,御天城跡,ゴテンジョウセキ,城館跡,中世,長野県茅野市宮川,0266-76-2386,
202142,400090279,長野県,茅野市,279,横谷岩陰,ヨコヤイワカゲ,散布地・集落跡,旧石器・弥生,長野県茅野市北山糸萱,0266-76-2386,
202142,400090280,長野県,茅野市,280,御猪岩,オイノイワ,散布地・集落跡,旧石器・弥生,長野県茅野市泉野上槻木,0266-76-2386,
202142,400090281,長野県,茅野市,281,塚ノ越古墳,ツカノコシコフン,古墳,古墳,長野県茅野市ちの横内,0266-76-2386,
202142,400090282,長野県,茅野市,282,石田家屋敷,イシダケヤシキ,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090283,長野県,茅野市,283,田裏,タウラ,集落跡,平安,長野県茅野市ちの塚原,0266-76-2386,
202142,400090284,長野県,茅野市,284,日向前,ヒナタマエ,集落跡,縄文,長野県茅野市豊平塩之目,0266-76-2386,
202142,400090285,長野県,茅野市,285,板垣平,イタガキダイラ,城館跡,中世,長野県茅野市ちの上原,0266-76-2386,
202142,400090286,長野県,茅野市,286,干沢城下町,ヒザワジョウカマチ,集落跡,中世,長野県茅野市宮川安国寺・小町屋,0266-76-2386,
202142,400090287,長野県,茅野市,287,平十郎久保,ヘイジュウロウクボ,集落跡,縄文,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090288,長野県,茅野市,288,小久保,コクボ,集落跡,縄文・平安,長野県茅野市米沢埴原田,0266-76-2386,
202142,400090289,長野県,茅野市,289,越道上,コエドウエ,集落跡,縄文・中世,長野県茅野市泉野下槻木,0266-76-2386,
202142,400090290,長野県,茅野市,290,塚,ツカ,その他の墓,近世,長野県茅野市泉野下槻木,0266-76-2386,
202142,400090291,長野県,茅野市,291,梵天原,ボンテンバラ,集落跡・生産遺跡,縄文,長野県茅野市泉野上槻木,0266-76-2386,
202142,400090292,長野県,茅野市,292,久保畑,クボバタ,集落跡,縄文・平安,長野県茅野市金沢木舟,0266-76-2386,
202142,400090293,長野県,茅野市,293,渋川原,シブカワッパラ,集落跡,縄文,長野県茅野市湖東笹原,0266-76-2386,
202142,400090294,長野県,茅野市,294,細沢,ホソザワ,集落跡,縄文,長野県茅野市湖東笹原,0266-76-2386,
202142,400090295,長野県,茅野市,295,長野汐下,ナガノセギシタ,集落跡,縄文,長野県茅野市湖東白井出,0266-76-2386,
202142,400090296,長野県,茅野市,296,外丸戸,ソトマルド,集落跡,縄文,長野県茅野市湖東白井出,0266-76-2386,
202142,400090297,長野県,茅野市,297,入之嶺西,イリノミネニシ,散布地,縄文,長野県茅野市北山車山,0266-76-2386,
202142,400090298,長野県,茅野市,298,入之嶺東,イリノミネヒガシ,散布地,縄文,長野県茅野市北山車山,0266-76-2386,
202142,400090299,長野県,茅野市,299,ツキノ木,ツキノキ,集落跡,平安・中世,長野県茅野市玉川神之原,0266-76-2386,
202142,400090300,長野県,茅野市,300,頭無,カシラナシ,集落跡,縄文・古墳・平安・中世,長野県茅野市玉川菊沢,0266-76-2386,
202142,400090301,長野県,茅野市,301,薮原船久保三角塚,ヤブハラフナクボサンカクヅカ,散布地,縄文,長野県茅野市玉川神之原,0266-76-2386,
202142,400090302,長野県,茅野市,302,中ッ原Ｂ,ナカッパラビー,集落跡,縄文・中世・近世,長野県茅野市豊平南大塩,0266-76-2386,
202142,400090303,長野県,茅野市,303,出頭,イデガシラ,集落跡,縄文,長野県茅野市宮川安国寺,0266-76-2386,
202142,400090304,長野県,茅野市,304,稗田頭Ｃ,ヒエダガシラシー,集落跡,縄文・平安,長野県茅野市泉野下槻木,0266-76-2386,
202142,400090305,長野県,茅野市,305,入之嶺,イリノミネ,散布地・集落跡,旧石器・縄文,長野県茅野市北山車山,0266-76-2386,
202142,400090306,長野県,茅野市,306,対山館,タイザンカン,散布地,旧石器,長野県茅野市北山白樺湖,0266-76-2386,
202142,400090307,長野県,茅野市,307,池ノ平,イケノダイラ,散布地,旧石器･縄文･中世,長野県茅野市北山白樺湖,0266-76-2386,
202142,400090308,長野県,茅野市,308,大歳神社,オオトシジンジャ,集落跡,縄文・弥生・古墳・中世・近世,長野県茅野市ちの茅野町,0266-76-2386,
202142,400090309,長野県,茅野市,309,菖蒲沢,ショウブザワ,集落跡,縄文,長野県茅野市米沢北大塩,0266-76-2386,
202142,400090310,長野県,茅野市,310,大田苅,ダイタガリ,集落跡,縄文・平安,長野県茅野市米沢北大塩,0266-76-2386,
202142,400090311,長野県,茅野市,311,出ノ脇,イデノワキ,集落跡,縄文,長野県茅野市米沢北大塩,0266-76-2386,
202142,400090312,長野県,茅野市,312,買地,カイチ,集落跡,縄文,長野県茅野市米沢北大塩,0266-76-2386,
202142,400090313,長野県,茅野市,313,久保御堂,クボオドウ,集落跡・生産遺跡,縄文・平安・中世,長野県茅野市豊平上古田,0266-76-2386,
202142,400090314,長野県,茅野市,314,鹿尾根,シシオネ,集落跡・生産遺跡,縄文,長野県茅野市泉野中道,0266-76-2386,
202142,400090315,長野県,茅野市,315,中尾,ナカオ,集落跡,縄文・中世,長野県茅野市豊平南大塩,0266-76-2386,
202142,400090316,長野県,茅野市,316,和尚屋敷,オショウヤシキ,集落跡,弥生・古墳・中世,長野県茅野市ちの上原,0266-76-2386,
202142,400090317,長野県,茅野市,317,トクアミ,トクアミ,集落跡・生産遺跡,縄文・平安・中世・近世,長野県茅野市豊平下古田,0266-76-2386,
202142,400090318,長野県,茅野市,318,姫宮,ヒメミヤ,集落跡,中世・近世,長野県茅野市宮川小町屋,0266-76-2386,
202142,400090319,長野県,茅野市,319,荒玉社周辺,アラタマシャシュウヘン,集落跡,中世,長野県茅野市宮川安国寺・小町屋,0266-76-2386,
202142,400090320,長野県,茅野市,320,スナアラ古墳,スナアラコフン,古墳,古墳,長野県茅野市ちの本町,0266-76-2386,
202142,400090321,長野県,茅野市,321,笹原上第１,ササハラウエダイイチ,生産遺跡,縄文,長野県茅野市豊平,0266-76-2386,
202142,400090322,長野県,茅野市,322,笹原上第２,ササハラウエダイニ,生産遺跡,縄文,長野県茅野市豊平,0266-76-2386,
202142,400090323,長野県,茅野市,323,中村,ナカムラ,集落跡,縄文・平安・中世,長野県茅野市宮川西茅野,0266-76-2386,
202142,400090324,長野県,茅野市,324,外垣外,ソトガイト,集落跡,縄文・平安,長野県茅野市宮川西茅野,0266-76-2386,
202142,400090325,長野県,茅野市,325,蟹畑,カニバタ,集落跡,縄文･弥生･平安・中世,長野県茅野市宮川西茅野,0266-76-2386,
202142,400090326,長野県,茅野市,326,式部汐,シキブセキ,集落跡,縄文,長野県茅野市玉川神之原,0266-76-2386,
202142,400090327,長野県,茅野市,327,別田沢,ベッタザワ,集落跡,縄文,長野県茅野市北山芹ヶ沢,0266-76-2386,
202142,400090328,長野県,茅野市,328,町道下,マチミチシタ,集落跡,縄文,長野県茅野市湖東須栗平,0266-76-2386,
202142,400090329,長野県,茅野市,329,頭無１号古墳,カシラナシイチゴウコフン,古墳,古墳,長野県茅野市宮川高部,0266-76-2386,
202142,400090330,長野県,茅野市,330,頭無２号古墳,カシラナシニゴウコフン,古墳,古墳,長野県茅野市宮川高部,0266-76-2386,
202142,400090331,長野県,茅野市,331,大久保,オオクボ,集落跡,縄文・近世,長野県茅野市豊平御作田,0266-76-2386,
202142,400090332,長野県,茅野市,332,下新田,シモシンデン,散布地,縄文,長野県茅野市宮川田沢,0266-76-2386,
202142,400090333,長野県,茅野市,333,尖石南,トガリイシミナミ,散布地,縄文,長野県茅野市豊平広見,0266-76-2386,
202142,400090334,長野県,茅野市,334,渋川Ⅲ,シブカワサン,散布地,旧石器,長野県茅野市北山蓼科,0266-76-2386,
202142,400090335,長野県,茅野市,335,入の日影,イリノヒカゲ,集落跡,縄文,長野県茅野市宮川坂室・田沢,0266-76-2386,
202142,400090336,長野県,茅野市,336,高部家下,タカベイエシタ,散布地,中世・近世,長野県茅野市宮川高部,0266-76-2386,
202142,400090337,長野県,茅野市,337,柏木,カシワギ,集落跡・生産遺跡,縄文・中世,長野県茅野市金沢大沢,0266-76-2386,
202142,400090338,長野県,茅野市,338,クネ内,クネウチ,集落跡,縄文,長野県茅野市玉川荒神,0266-76-2386,
202142,400090339,長野県,茅野市,339,南堀東,ミナミホリヒガシ,散布地,縄文,長野県茅野市豊平,0266-76-2386,
202142,400090340,長野県,茅野市,340,河原,カワラ,散布地,縄文,長野県茅野市豊平御作田,0266-76-2386,
202142,400090341,長野県,茅野市,341,家裏,イエウラ,集落跡,縄文,長野県茅野市玉川穴山,0266-76-2386,
202142,400090342,長野県,茅野市,342,金鶏金山,キンケイキンザン,生産遺跡,中世,長野県茅野市金沢,0266-76-2386,
202142,400090343,長野県,茅野市,343,駒形城,コマガタジョウ,城館跡,中世,長野県茅野市宮川西茅野,0266-76-2386,
202142,400090344,長野県,茅野市,344,冷山,ツメタヤマ,散布地,旧石器,長野県茅野市北山,0266-76-2386,
202142,400090345,長野県,茅野市,345,斧研,ヨキトギ,集落跡,縄文,長野県茅野市玉川菊沢,0266-76-2386,
202142,400090346,長野県,茅野市,346,構井･阿弥陀堂1号古墳,カマイ・アミダドウイチゴウコフン,古墳,古墳,長野県茅野市ちの茅野町,0266-76-2386,
202142,400090347,長野県,茅野市,347,林上,ハヤシウエ,集落跡・生産遺跡,縄文,長野県茅野市玉川中沢,0266-76-2386,
202142,400090348,長野県,茅野市,348,永明寺山古墳,エイメイジヤマコフン,古墳,古墳,長野県茅野市ちの上原,0266-76-2386,
